,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
670,1,2,female,1.1505566337283266,1,1,1.6476262641800654,S,Second,woman,False,Southampton,yes,False,2
671,0,1,male,0.2530279416928239,1,0,2.6298494756525366,S,First,man,True,Southampton,no,False,1
673,1,2,male,0.2530279416928239,0,0,-0.3168201587648771,S,Second,man,True,Southampton,yes,True,0
674,0,2,male,0.12329691538978338,0,0,-1.2990433702373483,S,Second,man,True,Southampton,no,True,0
675,0,3,male,-1.0434023912473467,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True,0
676,0,3,male,-0.3951872247772614,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True,0
677,1,3,female,-1.0434023912473467,0,0,-0.5554475102105315,S,Third,woman,False,Southampton,yes,True,0
678,0,3,female,1.4497328644068275,1,6,2.244515754228721,S,Third,woman,False,Southampton,no,False,7
680,0,3,female,0.12329691538978338,0,0,-0.6842094176714073,Q,Third,woman,False,Queenstown,no,True,0
682,0,3,male,-0.8439515707950128,0,0,-0.6020426682501524,S,Third,man,True,Southampton,no,True,0
683,0,3,male,-1.4423040321520146,5,2,2.244515754228721,S,Third,child,False,Southampton,no,False,7
685,0,2,male,-0.34532451966417793,1,2,1.8424993493362036,C,Second,man,True,Cherbourg,no,False,3
686,0,3,male,-1.4423040321520146,4,1,1.6995707609406288,S,Third,child,False,Southampton,no,False,5
687,0,3,male,-0.9436769810211798,0,0,-0.5305821518339475,S,Third,man,True,Southampton,no,True,0
688,0,3,male,-1.0434023912473467,0,0,-0.710026777006803,S,Third,man,True,Southampton,no,True,0
690,1,1,male,0.2530279416928239,1,0,3.0076276339111794,S,First,man,True,Southampton,yes,False,1
691,1,3,female,-2.4395581344136845,0,1,-0.2853361270556018,C,Third,child,False,Cherbourg,yes,False,1
692,1,3,male,0.12329691538978338,0,0,2.9695324844323783,S,Third,man,True,Southampton,yes,True,0
693,0,3,male,-0.34532451966417793,0,0,-0.7531539315536095,C,Third,man,True,Cherbourg,no,True,0
695,0,2,male,2.3472615564423305,0,0,-0.27904234293901287,S,Second,man,True,Southampton,no,True,0
696,0,3,male,1.5494582746329946,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True,0
697,1,3,female,0.12329691538978338,0,0,-0.7147490039850359,Q,Third,woman,False,Queenstown,yes,True,0
699,0,3,male,1.3500074541806606,0,0,-0.7210427881016249,S,Third,man,True,Southampton,no,True,0
701,1,1,male,0.6519295825974918,0,0,0.6871252968074663,S,First,man,True,Southampton,yes,True,0
702,0,3,female,-1.0434023912473467,0,1,-0.20694715921693344,C,Third,woman,False,Cherbourg,no,False,1
703,0,3,male,-0.34532451966417793,0,0,-0.7141143366791615,Q,Third,man,True,Queenstown,no,True,0
704,0,3,male,-0.24559910943801097,1,0,-0.705614328118342,S,Third,man,True,Southampton,no,False,1
705,0,2,male,1.0508312235021597,0,0,0.6654030527075941,S,Second,man,True,Southampton,no,True,0
706,1,2,female,1.6491836848591614,0,0,-0.27904234293901287,S,Second,woman,False,Southampton,yes,True,0
707,1,1,male,1.3500074541806606,0,0,0.6871252968074663,S,First,man,True,Southampton,yes,True,0
709,1,3,male,0.12329691538978338,1,1,-0.1471373212014252,C,Third,man,True,Cherbourg,yes,False,2
710,1,1,female,-0.4450499298903449,0,0,2.4412777301761523,C,First,woman,False,Cherbourg,yes,True,0
711,0,1,male,0.12329691538978338,0,0,0.7069586501160449,S,First,man,True,Southampton,no,True,0
712,1,1,male,1.9483599155376623,1,0,2.6298494756525366,S,First,man,True,Southampton,yes,False,1
713,0,3,male,0.05357712124048994,0,0,-0.582526648594511,S,Third,man,True,Southampton,no,True,0
714,0,2,male,2.3472615564423305,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True,0
715,0,3,male,-0.9436769810211798,0,0,-0.7210427881016249,S,Third,man,True,Southampton,no,True,0
717,1,2,female,-0.145873699211844,0,0,-0.5057092378941985,S,Second,woman,False,Southampton,yes,True,0
718,0,3,male,0.12329691538978338,0,0,-0.12793107963555572,Q,Third,man,True,Queenstown,no,True,0
719,0,3,male,0.4524787621451578,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True,0
720,1,2,female,-2.2401073139613503,0,1,1.194292474269694,S,Second,child,False,Southampton,yes,False,1
721,0,3,male,-1.1431278014735138,1,0,-0.7660588334397248,S,Third,man,True,Southampton,no,False,1
722,0,2,male,0.5522041723713248,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True,0
723,0,2,male,2.1478107359899963,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True,0
724,1,1,male,-0.145873699211844,1,0,2.712960670469438,S,First,man,True,Southampton,yes,False,1
725,0,3,male,-0.8439515707950128,0,0,-0.6445427110542498,S,Third,man,True,Southampton,no,True,0
726,1,2,female,0.1533025314666569,3,0,0.28762489444895134,S,Second,woman,False,Southampton,yes,False,3
727,1,3,female,0.12329691538978338,0,0,-0.7144316703320986,Q,Third,woman,False,Queenstown,yes,True,0
728,0,2,male,-0.34532451966417793,1,0,0.6654030527075941,S,Second,man,True,Southampton,no,False,1
729,0,3,female,-0.34532451966417793,1,0,-0.7002649893973995,S,Third,woman,False,Southampton,no,False,1
731,0,3,male,-1.7414802628305155,0,0,0.12045805941950202,C,Third,child,False,Cherbourg,no,True,0
732,0,2,male,0.12329691538978338,0,0,-1.2990433702373483,S,Second,man,True,Southampton,no,True,0
733,0,2,male,-0.5447753401165119,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True,0
734,0,2,male,-0.5447753401165119,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True,0
735,0,3,male,0.0037144161274064503,0,0,-0.08259770064451848,S,Third,man,True,Southampton,no,True,0
736,0,3,female,1.9483599155376623,1,3,1.2981814677908208,S,Third,woman,False,Southampton,no,False,4
738,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True,0
739,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True,0
740,1,1,male,0.12329691538978338,0,0,0.9676255793145083,S,First,man,True,Southampton,yes,True,0
743,0,3,male,-0.4450499298903449,1,0,-0.08259770064451848,S,Third,man,True,Southampton,no,False,1
744,1,3,male,0.2530279416928239,0,0,-0.7002649893973995,S,Third,man,True,Southampton,yes,True,0
746,0,3,male,-1.2428532116996807,1,1,0.23095817071015493,S,Third,man,True,Southampton,no,False,2
747,1,2,female,0.1533025314666569,0,0,-0.3168201587648771,S,Second,woman,False,Southampton,yes,True,0
748,0,1,male,-0.9436769810211798,1,0,2.712960670469438,S,First,man,True,Southampton,no,False,1
749,0,3,male,0.2530279416928239,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True,0
750,1,2,female,-2.4395581344136845,1,1,0.4387361577524085,S,Second,child,False,Southampton,yes,False,2
751,1,3,male,-2.2401073139613503,0,1,-0.3564868653820346,S,Third,child,False,Southampton,yes,False,1
752,0,3,male,0.4524787621451578,0,0,-0.581264869545927,S,Third,man,True,Southampton,no,True,0
753,0,3,male,-0.5447753401165119,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True,0
756,0,3,male,-0.046148288985677036,0,0,-0.710026777006803,S,Third,man,True,Southampton,no,True,0
757,0,2,male,-1.0434023912473467,0,0,-0.43015360624246995,S,Second,man,True,Southampton,no,True,0
758,0,3,male,0.5522041723713248,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True,0
760,0,3,male,0.12329691538978338,0,0,-0.2034867112872843,S,Third,man,True,Southampton,no,True,0
761,0,3,male,1.2502820439544935,0,0,-0.7607094947187824,S,Third,man,True,Southampton,no,True,0
762,1,3,male,-0.8439515707950128,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,yes,True,0
764,0,3,male,-1.2428532116996807,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True,0
766,0,1,male,0.12329691538978338,0,0,1.6929596431711027,C,First,man,True,Cherbourg,no,True,0
767,0,3,female,0.2031652365797404,0,0,-0.713487224936452,Q,Third,woman,False,Queenstown,no,True,0
768,0,3,male,0.12329691538978338,1,0,0.5256251341518962,Q,Third,man,True,Queenstown,no,False,1
769,0,3,male,0.3527533519189909,0,0,-0.6672094005497683,S,Third,man,True,Southampton,no,True,0
770,0,3,male,-0.4450499298903449,0,0,-0.581264869545927,S,Third,man,True,Southampton,no,True,0
771,0,3,male,1.9483599155376623,0,0,-0.705614328118342,S,Third,man,True,Southampton,no,True,0
773,0,3,male,0.12329691538978338,0,0,-0.7531539315536095,C,Third,man,True,Cherbourg,no,True,0
774,1,2,female,2.5467123768946642,1,3,0.4387361577524085,S,Second,woman,False,Southampton,yes,False,4
775,0,3,male,-1.0434023912473467,0,0,-0.713487224936452,S,Third,man,True,Southampton,no,True,0
776,0,3,male,0.12329691538978338,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True,0
777,1,3,female,-2.3398327241875174,0,0,-0.3564868653820346,S,Third,child,False,Southampton,yes,True,0
778,0,3,male,0.12329691538978338,0,0,-0.7144316703320986,Q,Third,man,True,Queenstown,no,True,0
780,1,3,female,-1.5420294423781815,0,0,-0.7528365979006724,C,Third,child,False,Cherbourg,yes,True,0
781,1,1,female,-1.1431278014735138,1,0,3.0076276339111794,S,First,woman,False,Southampton,yes,False,1
782,0,1,male,0.05357712124048994,0,0,0.9676255793145083,S,First,man,True,Southampton,no,True,0
783,0,3,male,0.12329691538978338,1,2,0.4727361919956863,S,Third,man,True,Southampton,no,False,3
784,0,3,male,-0.34532451966417793,0,0,-0.766376167092662,S,Third,man,True,Southampton,no,True,0
785,0,3,male,-0.34532451966417793,0,0,-0.7512650407623164,S,Third,man,True,Southampton,no,True,0
786,1,3,female,-1.0434023912473467,0,0,-0.7326934665023215,S,Third,woman,False,Southampton,yes,True,0
787,0,3,male,-2.0406564935090166,4,1,0.9015144016192459,Q,Third,child,False,Queenstown,no,False,5
790,0,3,male,0.12329691538978338,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True,0
791,0,2,male,-1.2428532116996807,0,0,0.6654030527075941,S,Second,man,True,Southampton,no,True,0
793,0,1,male,0.12329691538978338,0,0,1.020197187817781,C,First,man,True,Cherbourg,no,True,0
794,0,3,male,-0.34532451966417793,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True,0
795,0,2,male,1.0508312235021597,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True,0
796,1,1,female,2.048085325763829,0,0,0.6600537139866519,S,First,woman,False,Southampton,yes,True,0
797,1,3,female,0.2530279416928239,0,0,-0.6429711539158939,S,Third,woman,False,Southampton,yes,True,0
798,0,3,male,0.1533025314666569,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,no,True,0
799,0,3,female,0.1533025314666569,1,1,0.5256251341518962,S,Third,woman,False,Southampton,no,False,2
800,0,2,male,0.5522041723713248,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True,0
801,1,2,female,0.2530279416928239,1,1,0.6842919606205263,S,Second,woman,False,Southampton,yes,False,2
804,1,3,male,-0.145873699211844,0,0,-0.7720428394665417,S,Third,man,True,Southampton,yes,True,0
805,0,3,male,0.2530279416928239,0,0,-0.7115983341451588,S,Third,man,True,Southampton,no,True,0
806,0,1,male,1.0508312235021597,0,0,-1.2990433702373483,S,First,man,True,Southampton,no,True,0
807,0,3,female,-1.0434023912473467,0,0,-0.7115983341451588,S,Third,woman,False,Southampton,no,True,0
808,0,2,male,1.0508312235021597,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True,0
809,1,1,female,0.4524787621451578,1,0,2.712960670469438,S,First,woman,False,Southampton,yes,False,1
810,0,3,male,-0.24559910943801097,0,0,-0.7030983255843394,S,Third,man,True,Southampton,no,True,0
811,0,3,male,1.0508312235021597,0,0,0.5256251341518962,S,Third,man,True,Southampton,no,True,0
812,0,2,male,0.6519295825974918,0,0,-0.5057092378941985,S,Second,man,True,Southampton,no,True,0
813,0,3,female,-2.2401073139613503,4,2,1.063959009670462,S,Third,child,False,Southampton,no,False,6
814,0,3,male,0.2031652365797404,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True,0
815,0,1,male,0.12329691538978338,0,0,-1.2990433702373483,S,First,man,True,Southampton,no,True,0
816,0,3,female,-0.5447753401165119,0,0,-0.7002649893973995,S,Third,woman,False,Southampton,no,True,0
817,0,2,male,0.2530279416928239,1,1,1.4968323345295453,C,Second,man,True,Cherbourg,no,False,2
818,0,3,male,1.4497328644068275,0,0,-0.8117095460836993,S,Third,man,True,Southampton,no,True,0
819,0,3,male,-1.8412056730566826,3,2,0.8089587528458783,S,Third,child,False,Southampton,no,False,5
821,1,3,male,-0.145873699211844,0,0,-0.6445427110542498,S,Third,man,True,Southampton,yes,True,0
822,0,1,male,0.9511058132759926,0,0,-1.2990433702373483,S,First,man,True,Southampton,no,True,0
823,1,3,female,-0.145873699211844,0,1,-0.3564868653820346,S,Third,woman,False,Southampton,yes,False,1
825,0,3,male,0.12329691538978338,0,0,-0.7739317302578349,Q,Third,man,True,Queenstown,no,True,0
826,0,3,male,0.12329691538978338,0,0,2.9695324844323783,S,Third,man,True,Southampton,no,True,0
828,1,3,male,0.12329691538978338,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,yes,True,0
830,1,3,female,-1.3425786219258478,1,0,-0.20694715921693344,C,Third,child,False,Cherbourg,yes,False,1
832,0,3,male,0.12329691538978338,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,no,True,0
833,0,3,male,-0.5447753401165119,0,0,-0.705614328118342,S,Third,man,True,Southampton,no,True,0
834,0,3,male,-1.0434023912473467,0,0,-0.6719316275280013,S,Third,man,True,Southampton,no,True,0
836,0,3,male,-0.7442261605688458,0,0,-0.6445427110542498,S,Third,man,True,Southampton,no,True,0
837,0,3,male,0.12329691538978338,0,0,-0.6908205354409335,S,Third,man,True,Southampton,no,True,0
838,1,3,male,0.3527533519189909,0,0,2.9695324844323783,S,Third,man,True,Southampton,yes,True,0
839,1,1,male,0.12329691538978338,0,0,0.9449588898189898,C,First,man,True,Cherbourg,yes,True,0
840,0,3,male,-0.8439515707950128,0,0,-0.7002649893973995,S,Third,man,True,Southampton,no,True,0
841,0,2,male,-1.2428532116996807,0,0,-0.5057092378941985,S,Second,man,True,Southampton,no,True,0
842,1,1,female,0.1533025314666569,0,0,1.0431812109662368,C,First,woman,False,Cherbourg,yes,True,0
843,0,3,male,0.6020668774844082,0,0,-0.8126539914793458,C,Third,man,True,Cherbourg,no,True,0
844,0,3,male,-1.1431278014735138,0,0,-0.6445427110542498,S,Third,man,True,Southampton,no,True,0
845,0,3,male,1.3500074541806606,0,0,-0.7285983512667977,S,Third,man,True,Southampton,no,True,0
847,0,3,male,0.6519295825974918,0,0,-0.7024712138416299,C,Third,man,True,Cherbourg,no,True,0
848,0,2,male,-0.046148288985677036,0,1,1.194292474269694,S,Second,man,True,Southampton,no,False,1
850,0,3,male,-2.4395581344136845,4,2,1.063959009670462,S,Third,child,False,Southampton,no,False,6
852,0,3,female,-1.9409310832828495,1,1,-0.1471373212014252,C,Third,child,False,Cherbourg,no,False,2
853,1,1,female,-1.2428532116996807,0,1,1.6778485168407566,S,First,woman,False,Southampton,yes,False,1
854,0,2,female,1.5494582746329946,1,0,0.6654030527075941,S,Second,woman,False,Southampton,no,False,1
855,1,3,female,-1.0434023912473467,0,1,-0.5925982142936864,S,Third,woman,False,Southampton,yes,False,1
857,1,1,male,2.2475361462161634,0,0,0.7069586501160449,S,First,man,True,Southampton,yes,True,0
858,1,3,female,-0.4450499298903449,0,3,0.1560296508011356,C,Third,woman,False,Cherbourg,yes,False,3
859,0,3,male,0.12329691538978338,0,0,-0.7528365979006724,C,Third,man,True,Cherbourg,no,True,0
860,0,3,male,1.2502820439544935,2,0,-0.23308185220526637,S,Third,man,True,Southampton,no,False,2
861,0,2,male,-0.7442261605688458,1,0,-0.43015360624246995,S,Second,man,True,Southampton,no,False,1
862,1,1,female,1.9483599155376623,0,0,0.6600537139866519,S,First,woman,False,Southampton,yes,True,0
864,0,2,male,-0.4450499298903449,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True,0
865,1,2,female,1.3500074541806606,0,0,-0.3168201587648771,S,Second,woman,False,Southampton,yes,True,0
866,1,2,female,-0.145873699211844,1,0,-0.2519707601181985,C,Second,woman,False,Cherbourg,yes,False,1
867,0,1,male,0.2530279416928239,0,0,2.5161986945220067,S,First,man,True,Southampton,no,True,0
868,0,3,male,0.12329691538978338,0,0,-0.581264869545927,S,Third,man,True,Southampton,no,True,0
869,1,3,male,-2.4395581344136845,1,1,-0.4578598563691588,S,Third,child,False,Southampton,yes,False,2
870,0,3,male,-0.24559910943801097,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True,0
871,1,1,female,1.8486345053114954,1,1,2.6717224067139247,S,First,woman,False,Southampton,yes,False,2
872,0,1,male,0.4524787621451578,0,0,-0.9212652119787056,S,First,man,True,Southampton,no,True,0
873,0,3,male,1.8486345053114954,0,0,-0.6190426853717913,S,Third,man,True,Southampton,no,True,0
874,1,2,female,-0.046148288985677036,1,0,0.514291789404137,C,Second,woman,False,Cherbourg,yes,False,1
875,1,3,female,-1.3425786219258478,0,0,-0.7531539315536095,C,Third,child,False,Cherbourg,yes,True,0
876,0,3,male,-0.8439515707950128,0,0,-0.5551377321207593,S,Third,man,True,Southampton,no,True,0
877,0,3,male,-0.9436769810211798,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True,0
878,0,3,male,0.12329691538978338,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True,0
880,1,2,female,-0.34532451966417793,0,1,0.6654030527075941,S,Second,woman,False,Southampton,yes,False,1
881,0,3,male,0.4524787621451578,0,0,-0.7024712138416299,S,Third,man,True,Southampton,no,True,0
882,0,3,female,-0.6445007503426788,0,0,-0.5044474588456146,S,Third,woman,False,Southampton,no,True,0
883,0,2,male,-0.046148288985677036,0,0,-0.5057092378941985,S,Second,man,True,Southampton,no,True,0
884,0,3,male,-0.34532451966417793,0,0,-0.766376167092662,S,Third,man,True,Southampton,no,True,0
885,0,3,female,1.0508312235021597,0,5,0.9015144016192459,Q,Third,woman,False,Queenstown,no,False,5
886,0,2,male,-0.145873699211844,0,0,-0.3168201587648771,S,Second,man,True,Southampton,no,True,0
887,1,1,female,-0.9436769810211798,0,0,0.9676255793145083,S,First,woman,False,Southampton,yes,True,0
888,0,3,female,0.12329691538978338,1,2,0.4727361919956863,S,Third,woman,False,Southampton,no,False,3
889,1,1,male,-0.24559910943801097,0,0,0.9676255793145083,C,First,man,True,Cherbourg,yes,True,0
890,0,3,male,0.3527533519189909,0,0,-0.713487224936452,Q,Third,man,True,Queenstown,no,True,0
